OFFICE / BALLOT ISSUE,PARTY,COUNTY,CANDIDATE / BALLOT ISSUE TITLE,YES VOTES,YES PERCENT,NO VOTES,NO PERCENT
President/Vice President,Unaffiliated / Libertarian,CUSTER,Thomas J. Nieman / Bernie Jackson,0,0.00%,,
President/Vice President,Unaffiliated / Libertarian,DELTA,Thomas J. Nieman / Bernie Jackson,0,0.00%,,
President/Vice President,Unaffiliated / Libertarian,DENVER,Thomas J. Nieman / Bernie Jackson,0,0.00%,,
President/Vice President,Unaffiliated / Libertarian,DOLORES,Thomas J. Nieman / Bernie Jackson,0,0.00%,,
President/Vice President,Unaffiliated / Libertarian,DOUGLAS,Thomas J. Nieman / Bernie Jackson,0,0.00%,,
President/Vice President,Unaffiliated / Libertarian,EAGLE,Thomas J. Nieman / Bernie Jackson,0,0.00%,,
President/Vice President,Unaffiliated / Libertarian,ELBERT,Thomas J. Nieman / Bernie Jackson,0,0.00%,,
President/Vice President,Unaffiliated / Libertarian,EL PASO,Thomas J. Nieman / Bernie Jackson,1,0.00%,,
President/Vice President,Unaffiliated / Libertarian,FREMONT,Thomas J. Nieman / Bernie Jackson,0,0.00%,,
President/Vice President,Unaffiliated / Libertarian,GARFIELD,Thomas J. Nieman / Bernie Jackson,0,0.00%,,
President/Vice President,Unaffiliated / Libertarian,GILPIN,Thomas J. Nieman / Bernie Jackson,0,0.00%,,
President/Vice President,Unaffiliated / Libertarian,GRAND,Thomas J. Nieman / Bernie Jackson,0,0.00%,,
President/Vice President,Unaffiliated / Libertarian,GUNNISON,Thomas J. Nieman / Bernie Jackson,0,0.00%,,
President/Vice President,Unaffiliated / Libertarian,HINSDALE,Thomas J. Nieman / Bernie Jackson,0,0.00%,,
President/Vice President,Unaffiliated / Libertarian,HUERFANO,Thomas J. Nieman / Bernie Jackson,0,0.00%,,
President/Vice President,Unaffiliated / Libertarian,JACKSON,Thomas J. Nieman / Bernie Jackson,0,0.00%,,
President/Vice President,Unaffiliated / Libertarian,JEFFERSON,Thomas J. Nieman / Bernie Jackson,0,0.00%,,
President/Vice President,Unaffiliated / Libertarian,KIOWA,Thomas J. Nieman / Bernie Jackson,0,0.00%,,
President/Vice President,Unaffiliated / Libertarian,KIT CARSON,Thomas J. Nieman / Bernie Jackson,0,0.00%,,
President/Vice President,Unaffiliated / Libertarian,LAKE,Thomas J. Nieman / Bernie Jackson,0,0.00%,,
President/Vice President,Unaffiliated / Libertarian,LA PLATA,Thomas J. Nieman / Bernie Jackson,0,0.00%,,
President/Vice President,Unaffiliated / Libertarian,LARIMER,Thomas J. Nieman / Bernie Jackson,0,0.00%,,
President/Vice President,Unaffiliated / Libertarian,LAS ANIMAS,Thomas J. Nieman / Bernie Jackson,0,0.00%,,
President/Vice President,Unaffiliated / Libertarian,LINCOLN,Thomas J. Nieman / Bernie Jackson,0,0.00%,,
President/Vice President,Unaffiliated / Libertarian,LOGAN,Thomas J. Nieman / Bernie Jackson,0,0.00%,,
President/Vice President,Unaffiliated / Libertarian,MESA,Thomas J. Nieman / Bernie Jackson,0,0.00%,,
President/Vice President,Unaffiliated / Libertarian,MINERAL,Thomas J. Nieman / Bernie Jackson,0,0.00%,,
President/Vice President,Unaffiliated / Libertarian,MOFFAT,Thomas J. Nieman / Bernie Jackson,0,0.00%,,
President/Vice President,Unaffiliated / Libertarian,MONTEZUMA,Thomas J. Nieman / Bernie Jackson,0,0.00%,,
President/Vice President,Unaffiliated / Libertarian,MONTROSE,Thomas J. Nieman / Bernie Jackson,0,0.00%,,
President/Vice President,Unaffiliated / Libertarian,MORGAN,Thomas J. Nieman / Bernie Jackson,0,0.00%,,
President/Vice President,Unaffiliated / Libertarian,OTERO,Thomas J. Nieman / Bernie Jackson,0,0.00%,,
President/Vice President,Unaffiliated / Libertarian,OURAY,Thomas J. Nieman / Bernie Jackson,0,0.00%,,
President/Vice President,Unaffiliated / Libertarian,PARK,Thomas J. Nieman / Bernie Jackson,0,0.00%,,
President/Vice President,Unaffiliated / Libertarian,PHILLIPS,Thomas J. Nieman / Bernie Jackson,0,0.00%,,
President/Vice President,Unaffiliated / Libertarian,PITKIN,Thomas J. Nieman / Bernie Jackson,0,0.00%,,
President/Vice President,Unaffiliated / Libertarian,PROWERS,Thomas J. Nieman / Bernie Jackson,0,0.00%,,
President/Vice President,Unaffiliated / Libertarian,PUEBLO,Thomas J. Nieman / Bernie Jackson,0,0.00%,,
President/Vice President,Unaffiliated / Libertarian,RIO BLANCO,Thomas J. Nieman / Bernie Jackson,0,0.00%,,
President/Vice President,Unaffiliated / Libertarian,RIO GRANDE,Thomas J. Nieman / Bernie Jackson,0,0.00%,,
President/Vice President,Unaffiliated / Libertarian,ROUTT,Thomas J. Nieman / Bernie Jackson,0,0.00%,,
President/Vice President,Unaffiliated / Libertarian,SAGUACHE,Thomas J. Nieman / Bernie Jackson,0,0.00%,,
President/Vice President,Unaffiliated / Libertarian,SAN JUAN,Thomas J. Nieman / Bernie Jackson,0,0.00%,,
President/Vice President,Unaffiliated / Libertarian,SAN MIGUEL,Thomas J. Nieman / Bernie Jackson,0,0.00%,,
President/Vice President,Unaffiliated / Libertarian,SEDGWICK,Thomas J. Nieman / Bernie Jackson,0,0.00%,,
President/Vice President,Unaffiliated / Libertarian,SUMMIT,Thomas J. Nieman / Bernie Jackson,0,0.00%,,
President/Vice President,Unaffiliated / Libertarian,TELLER,Thomas J. Nieman / Bernie Jackson,0,0.00%,,
President/Vice President,Unaffiliated / Libertarian,WASHINGTON,Thomas J. Nieman / Bernie Jackson,0,0.00%,,
President/Vice President,Unaffiliated / Libertarian,WELD,Thomas J. Nieman / Bernie Jackson,0,0.00%,,
President/Vice President,Unaffiliated / Libertarian,YUMA,Thomas J. Nieman / Bernie Jackson,0,0.00%,,
President/Vice President,Unaffiliated / Libertarian,,Thomas J. Nieman / Bernie Jackson TOTAL,1,0.00%,,
President/Vice President,Unaffiliated / Republican,ADAMS,Corey Sterner / Jeff Ryan,4,0.00%,,
President/Vice President,Unaffiliated / Republican,ALAMOSA,Corey Sterner / Jeff Ryan,0,0.00%,,
President/Vice President,Unaffiliated / Republican,ARAPAHOE,Corey Sterner / Jeff Ryan,0,0.00%,,
President/Vice President,Unaffiliated / Republican,ARCHULETA,Corey Sterner / Jeff Ryan,0,0.00%,,
President/Vice President,Unaffiliated / Republican,BACA,Corey Sterner / Jeff Ryan,0,0.00%,,
President/Vice President,Unaffiliated / Republican,BENT,Corey Sterner / Jeff Ryan,0,0.00%,,
President/Vice President,Unaffiliated / Republican,BOULDER,Corey Sterner / Jeff Ryan,0,0.00%,,
President/Vice President,Unaffiliated / Republican,BROOMFIELD,Corey Sterner / Jeff Ryan,0,0.00%,,
President/Vice President,Unaffiliated / Republican,CHAFFEE,Corey Sterner / Jeff Ryan,0,0.00%,,
President/Vice President,Unaffiliated / Republican,CHEYENNE,Corey Sterner / Jeff Ryan,0,0.00%,,
President/Vice President,Unaffiliated / Republican,CLEAR CREEK,Corey Sterner / Jeff Ryan,0,0.00%,,
President/Vice President,Unaffiliated / Republican,CONEJOS,Corey Sterner / Jeff Ryan,0,0.00%,,
President/Vice President,Unaffiliated / Republican,COSTILLA,Corey Sterner / Jeff Ryan,0,0.00%,,
President/Vice President,Unaffiliated / Republican,CROWLEY,Corey Sterner / Jeff Ryan,0,0.00%,,
President/Vice President,Unaffiliated / Republican,CUSTER,Corey Sterner / Jeff Ryan,0,0.00%,,
President/Vice President,Unaffiliated / Republican,DELTA,Corey Sterner / Jeff Ryan,0,0.00%,,
President/Vice President,Unaffiliated / Republican,DENVER,Corey Sterner / Jeff Ryan,0,0.00%,,
President/Vice President,Unaffiliated / Republican,DOLORES,Corey Sterner / Jeff Ryan,0,0.00%,,
President/Vice President,Unaffiliated / Republican,DOUGLAS,Corey Sterner / Jeff Ryan,1,0.00%,,
President/Vice President,Unaffiliated / Republican,EAGLE,Corey Sterner / Jeff Ryan,0,0.00%,,
President/Vice President,Unaffiliated / Republican,ELBERT,Corey Sterner / Jeff Ryan,0,0.00%,,
President/Vice President,Unaffiliated / Republican,EL PASO,Corey Sterner / Jeff Ryan,0,0.00%,,
President/Vice President,Unaffiliated / Republican,FREMONT,Corey Sterner / Jeff Ryan,0,0.00%,,
President/Vice President,Unaffiliated / Republican,GARFIELD,Corey Sterner / Jeff Ryan,0,0.00%,,
President/Vice President,Unaffiliated / Republican,GILPIN,Corey Sterner / Jeff Ryan,0,0.00%,,
President/Vice President,Unaffiliated / Republican,GRAND,Corey Sterner / Jeff Ryan,0,0.00%,,
President/Vice President,Unaffiliated / Republican,GUNNISON,Corey Sterner / Jeff Ryan,0,0.00%,,
President/Vice President,Unaffiliated / Republican,HINSDALE,Corey Sterner / Jeff Ryan,0,0.00%,,
President/Vice President,Unaffiliated / Republican,HUERFANO,Corey Sterner / Jeff Ryan,0,0.00%,,
President/Vice President,Unaffiliated / Republican,JACKSON,Corey Sterner / Jeff Ryan,0,0.00%,,
President/Vice President,Unaffiliated / Republican,JEFFERSON,Corey Sterner / Jeff Ryan,0,0.00%,,
President/Vice President,Unaffiliated / Republican,KIOWA,Corey Sterner / Jeff Ryan,0,0.00%,,
President/Vice President,Unaffiliated / Republican,KIT CARSON,Corey Sterner / Jeff Ryan,0,0.00%,,
President/Vice President,Unaffiliated / Republican,LAKE,Corey Sterner / Jeff Ryan,0,0.00%,,
President/Vice President,Unaffiliated / Republican,LA PLATA,Corey Sterner / Jeff Ryan,0,0.00%,,
President/Vice President,Unaffiliated / Republican,LARIMER,Corey Sterner / Jeff Ryan,0,0.00%,,
President/Vice President,Unaffiliated / Republican,LAS ANIMAS,Corey Sterner / Jeff Ryan,0,0.00%,,
President/Vice President,Unaffiliated / Republican,LINCOLN,Corey Sterner / Jeff Ryan,0,0.00%,,
President/Vice President,Unaffiliated / Republican,LOGAN,Corey Sterner / Jeff Ryan,0,0.00%,,
President/Vice President,Unaffiliated / Republican,MESA,Corey Sterner / Jeff Ryan,0,0.00%,,
President/Vice President,Unaffiliated / Republican,MINERAL,Corey Sterner / Jeff Ryan,0,0.00%,,
President/Vice President,Unaffiliated / Republican,MOFFAT,Corey Sterner / Jeff Ryan,0,0.00%,,
President/Vice President,Unaffiliated / Republican,MONTEZUMA,Corey Sterner / Jeff Ryan,0,0.00%,,
President/Vice President,Unaffiliated / Republican,MONTROSE,Corey Sterner / Jeff Ryan,0,0.00%,,
President/Vice President,Unaffiliated / Republican,MORGAN,Corey Sterner / Jeff Ryan,0,0.00%,,
President/Vice President,Unaffiliated / Republican,OTERO,Corey Sterner / Jeff Ryan,0,0.00%,,
President/Vice President,Unaffiliated / Republican,OURAY,Corey Sterner / Jeff Ryan,0,0.00%,,
President/Vice President,Unaffiliated / Republican,PARK,Corey Sterner / Jeff Ryan,0,0.00%,,
President/Vice President,Unaffiliated / Republican,PHILLIPS,Corey Sterner / Jeff Ryan,0,0.00%,,
President/Vice President,Unaffiliated / Republican,PITKIN,Corey Sterner / Jeff Ryan,0,0.00%,,
President/Vice President,Unaffiliated / Republican,PROWERS,Corey Sterner / Jeff Ryan,0,0.00%,,
President/Vice President,Unaffiliated / Republican,PUEBLO,Corey Sterner / Jeff Ryan,0,0.00%,,
President/Vice President,Unaffiliated / Republican,RIO BLANCO,Corey Sterner / Jeff Ryan,0,0.00%,,
President/Vice President,Unaffiliated / Republican,RIO GRANDE,Corey Sterner / Jeff Ryan,0,0.00%,,
President/Vice President,Unaffiliated / Republican,ROUTT,Corey Sterner / Jeff Ryan,0,0.00%,,
President/Vice President,Unaffiliated / Republican,SAGUACHE,Corey Sterner / Jeff Ryan,0,0.00%,,
President/Vice President,Unaffiliated / Republican,SAN JUAN,Corey Sterner / Jeff Ryan,0,0.00%,,
President/Vice President,Unaffiliated / Republican,SAN MIGUEL,Corey Sterner / Jeff Ryan,0,0.00%,,
President/Vice President,Unaffiliated / Republican,SEDGWICK,Corey Sterner / Jeff Ryan,0,0.00%,,
President/Vice President,Unaffiliated / Republican,SUMMIT,Corey Sterner / Jeff Ryan,0,0.00%,,
President/Vice President,Unaffiliated / Republican,TELLER,Corey Sterner / Jeff Ryan,0,0.00%,,
President/Vice President,Unaffiliated / Republican,WASHINGTON,Corey Sterner / Jeff Ryan,0,0.00%,,
President/Vice President,Unaffiliated / Republican,WELD,Corey Sterner / Jeff Ryan,1,0.00%,,
President/Vice President,Unaffiliated / Republican,YUMA,Corey Sterner / Jeff Ryan,0,0.00%,,
President/Vice President,Unaffiliated / Republican,,Corey Sterner / Jeff Ryan TOTAL,6,0.00%,,
President/Vice President,Republican Party,ADAMS,"David Perry / Eric ""Rick"" Seiley",3,0.00%,,
President/Vice President,Republican Party,ALAMOSA,"David Perry / Eric ""Rick"" Seiley",0,0.00%,,
President/Vice President,Republican Party,ARAPAHOE,"David Perry / Eric ""Rick"" Seiley",1,0.00%,,
President/Vice President,Republican Party,ARCHULETA,"David Perry / Eric ""Rick"" Seiley",0,0.00%,,
President/Vice President,Republican Party,BACA,"David Perry / Eric ""Rick"" Seiley",0,0.00%,,
President/Vice President,Republican Party,BENT,"David Perry / Eric ""Rick"" Seiley",0,0.00%,,
President/Vice President,Republican Party,BOULDER,"David Perry / Eric ""Rick"" Seiley",2,0.00%,,
President/Vice President,Republican Party,BROOMFIELD,"David Perry / Eric ""Rick"" Seiley",1,0.00%,,
President/Vice President,Republican Party,CHAFFEE,"David Perry / Eric ""Rick"" Seiley",0,0.00%,,
President/Vice President,Republican Party,CHEYENNE,"David Perry / Eric ""Rick"" Seiley",0,0.00%,,
President/Vice President,Republican Party,CLEAR CREEK,"David Perry / Eric ""Rick"" Seiley",0,0.00%,,
President/Vice President,Republican Party,CONEJOS,"David Perry / Eric ""Rick"" Seiley",0,0.00%,,
President/Vice President,Republican Party,COSTILLA,"David Perry / Eric ""Rick"" Seiley",0,0.00%,,
President/Vice President,Republican Party,CROWLEY,"David Perry / Eric ""Rick"" Seiley",0,0.00%,,
President/Vice President,Republican Party,CUSTER,"David Perry / Eric ""Rick"" Seiley",0,0.00%,,
President/Vice President,Republican Party,DELTA,"David Perry / Eric ""Rick"" Seiley",0,0.00%,,
President/Vice President,Republican Party,DENVER,"David Perry / Eric ""Rick"" Seiley",0,0.00%,,
President/Vice President,Republican Party,DOLORES,"David Perry / Eric ""Rick"" Seiley",0,0.00%,,
President/Vice President,Republican Party,DOUGLAS,"David Perry / Eric ""Rick"" Seiley",0,0.00%,,
President/Vice President,Republican Party,EAGLE,"David Perry / Eric ""Rick"" Seiley",0,0.00%,,
President/Vice President,Republican Party,ELBERT,"David Perry / Eric ""Rick"" Seiley",2,0.00%,,
President/Vice President,Republican Party,EL PASO,"David Perry / Eric ""Rick"" Seiley",0,0.00%,,
President/Vice President,Republican Party,FREMONT,"David Perry / Eric ""Rick"" Seiley",0,0.00%,,
President/Vice President,Republican Party,GARFIELD,"David Perry / Eric ""Rick"" Seiley",0,0.00%,,
President/Vice President,Republican Party,GILPIN,"David Perry / Eric ""Rick"" Seiley",0,0.00%,,
President/Vice President,Republican Party,GRAND,"David Perry / Eric ""Rick"" Seiley",0,0.00%,,
President/Vice President,Republican Party,GUNNISON,"David Perry / Eric ""Rick"" Seiley",0,0.00%,,
President/Vice President,Republican Party,HINSDALE,"David Perry / Eric ""Rick"" Seiley",0,0.00%,,
President/Vice President,Republican Party,HUERFANO,"David Perry / Eric ""Rick"" Seiley",0,0.00%,,
President/Vice President,Republican Party,JACKSON,"David Perry / Eric ""Rick"" Seiley",0,0.00%,,
President/Vice President,Republican Party,JEFFERSON,"David Perry / Eric ""Rick"" Seiley",0,0.00%,,
President/Vice President,Republican Party,KIOWA,"David Perry / Eric ""Rick"" Seiley",0,0.00%,,
President/Vice President,Republican Party,KIT CARSON,"David Perry / Eric ""Rick"" Seiley",0,0.00%,,
President/Vice President,Republican Party,LAKE,"David Perry / Eric ""Rick"" Seiley",0,0.00%,,
President/Vice President,Republican Party,LA PLATA,"David Perry / Eric ""Rick"" Seiley",0,0.00%,,
President/Vice President,Republican Party,LARIMER,"David Perry / Eric ""Rick"" Seiley",1,0.00%,,
President/Vice President,Republican Party,LAS ANIMAS,"David Perry / Eric ""Rick"" Seiley",0,0.00%,,
President/Vice President,Republican Party,LINCOLN,"David Perry / Eric ""Rick"" Seiley",0,0.00%,,
President/Vice President,Republican Party,LOGAN,"David Perry / Eric ""Rick"" Seiley",0,0.00%,,
President/Vice President,Republican Party,MESA,"David Perry / Eric ""Rick"" Seiley",0,0.00%,,
President/Vice President,Republican Party,MINERAL,"David Perry / Eric ""Rick"" Seiley",0,0.00%,,
President/Vice President,Republican Party,MOFFAT,"David Perry / Eric ""Rick"" Seiley",0,0.00%,,
President/Vice President,Republican Party,MONTEZUMA,"David Perry / Eric ""Rick"" Seiley",0,0.00%,,
President/Vice President,Republican Party,MONTROSE,"David Perry / Eric ""Rick"" Seiley",0,0.00%,,
President/Vice President,Republican Party,MORGAN,"David Perry / Eric ""Rick"" Seiley",0,0.00%,,
President/Vice President,Republican Party,OTERO,"David Perry / Eric ""Rick"" Seiley",0,0.00%,,
President/Vice President,Republican Party,OURAY,"David Perry / Eric ""Rick"" Seiley",0,0.00%,,
President/Vice President,Republican Party,PARK,"David Perry / Eric ""Rick"" Seiley",0,0.00%,,
President/Vice President,Republican Party,PHILLIPS,"David Perry / Eric ""Rick"" Seiley",0,0.00%,,
President/Vice President,Republican Party,PITKIN,"David Perry / Eric ""Rick"" Seiley",0,0.00%,,
President/Vice President,Republican Party,PROWERS,"David Perry / Eric ""Rick"" Seiley",0,0.00%,,
President/Vice President,Republican Party,PUEBLO,"David Perry / Eric ""Rick"" Seiley",0,0.00%,,
President/Vice President,Republican Party,RIO BLANCO,"David Perry / Eric ""Rick"" Seiley",0,0.00%,,
President/Vice President,Republican Party,RIO GRANDE,"David Perry / Eric ""Rick"" Seiley",0,0.00%,,
President/Vice President,Republican Party,ROUTT,"David Perry / Eric ""Rick"" Seiley",0,0.00%,,
President/Vice President,Republican Party,SAGUACHE,"David Perry / Eric ""Rick"" Seiley",0,0.00%,,
President/Vice President,Republican Party,SAN JUAN,"David Perry / Eric ""Rick"" Seiley",0,0.00%,,
President/Vice President,Republican Party,SAN MIGUEL,"David Perry / Eric ""Rick"" Seiley",0,0.00%,,
President/Vice President,Republican Party,SEDGWICK,"David Perry / Eric ""Rick"" Seiley",0,0.00%,,
President/Vice President,Republican Party,SUMMIT,"David Perry / Eric ""Rick"" Seiley",0,0.00%,,
President/Vice President,Republican Party,TELLER,"David Perry / Eric ""Rick"" Seiley",0,0.00%,,
President/Vice President,Republican Party,WASHINGTON,"David Perry / Eric ""Rick"" Seiley",0,0.00%,,
President/Vice President,Republican Party,WELD,"David Perry / Eric ""Rick"" Seiley",1,0.00%,,
President/Vice President,Republican Party,YUMA,"David Perry / Eric ""Rick"" Seiley",0,0.00%,,
President/Vice President,Republican Party,,"David Perry / Eric ""Rick"" Seiley TOTAL",11,0.00%,,
President/Vice President,Unaffiliated,ADAMS,Brian Anthony Perry / Michael Byron Nelson,2,0.00%,,
President/Vice President,Unaffiliated,ALAMOSA,Brian Anthony Perry / Michael Byron Nelson,0,0.00%,,
President/Vice President,Unaffiliated,ARAPAHOE,Brian Anthony Perry / Michael Byron Nelson,1,0.00%,,
President/Vice President,Unaffiliated,ARCHULETA,Brian Anthony Perry / Michael Byron Nelson,0,0.00%,,
President/Vice President,Unaffiliated,BACA,Brian Anthony Perry / Michael Byron Nelson,0,0.00%,,
President/Vice President,Unaffiliated,BENT,Brian Anthony Perry / Michael Byron Nelson,0,0.00%,,
President/Vice President,Unaffiliated,BOULDER,Brian Anthony Perry / Michael Byron Nelson,0,0.00%,,
President/Vice President,Unaffiliated,BROOMFIELD,Brian Anthony Perry / Michael Byron Nelson,0,0.00%,,
President/Vice President,Unaffiliated,CHAFFEE,Brian Anthony Perry / Michael Byron Nelson,0,0.00%,,
President/Vice President,Unaffiliated,CHEYENNE,Brian Anthony Perry / Michael Byron Nelson,0,0.00%,,
President/Vice President,Unaffiliated,CLEAR CREEK,Brian Anthony Perry / Michael Byron Nelson,0,0.00%,,
President/Vice President,Unaffiliated,CONEJOS,Brian Anthony Perry / Michael Byron Nelson,0,0.00%,,
President/Vice President,Unaffiliated,COSTILLA,Brian Anthony Perry / Michael Byron Nelson,0,0.00%,,
President/Vice President,Unaffiliated,CROWLEY,Brian Anthony Perry / Michael Byron Nelson,0,0.00%,,
President/Vice President,Unaffiliated,CUSTER,Brian Anthony Perry / Michael Byron Nelson,0,0.00%,,
President/Vice President,Unaffiliated,DELTA,Brian Anthony Perry / Michael Byron Nelson,0,0.00%,,
President/Vice President,Unaffiliated,DENVER,Brian Anthony Perry / Michael Byron Nelson,0,0.00%,,
President/Vice President,Unaffiliated,DOLORES,Brian Anthony Perry / Michael Byron Nelson,0,0.00%,,
President/Vice President,Unaffiliated,DOUGLAS,Brian Anthony Perry / Michael Byron Nelson,0,0.00%,,
President/Vice President,Unaffiliated,EAGLE,Brian Anthony Perry / Michael Byron Nelson,0,0.00%,,
President/Vice President,Unaffiliated,ELBERT,Brian Anthony Perry / Michael Byron Nelson,0,0.00%,,
President/Vice President,Unaffiliated,EL PASO,Brian Anthony Perry / Michael Byron Nelson,0,0.00%,,
President/Vice President,Unaffiliated,FREMONT,Brian Anthony Perry / Michael Byron Nelson,0,0.00%,,
President/Vice President,Unaffiliated,GARFIELD,Brian Anthony Perry / Michael Byron Nelson,0,0.00%,,
President/Vice President,Unaffiliated,GILPIN,Brian Anthony Perry / Michael Byron Nelson,0,0.00%,,
President/Vice President,Unaffiliated,GRAND,Brian Anthony Perry / Michael Byron Nelson,0,0.00%,,
President/Vice President,Unaffiliated,GUNNISON,Brian Anthony Perry / Michael Byron Nelson,0,0.00%,,
President/Vice President,Unaffiliated,HINSDALE,Brian Anthony Perry / Michael Byron Nelson,0,0.00%,,
President/Vice President,Unaffiliated,HUERFANO,Brian Anthony Perry / Michael Byron Nelson,0,0.00%,,
President/Vice President,Unaffiliated,JACKSON,Brian Anthony Perry / Michael Byron Nelson,0,0.00%,,
President/Vice President,Unaffiliated,JEFFERSON,Brian Anthony Perry / Michael Byron Nelson,1,0.00%,,
President/Vice President,Unaffiliated,KIOWA,Brian Anthony Perry / Michael Byron Nelson,0,0.00%,,
President/Vice President,Unaffiliated,KIT CARSON,Brian Anthony Perry / Michael Byron Nelson,0,0.00%,,
President/Vice President,Unaffiliated,LAKE,Brian Anthony Perry / Michael Byron Nelson,0,0.00%,,
President/Vice President,Unaffiliated,LA PLATA,Brian Anthony Perry / Michael Byron Nelson,0,0.00%,,
President/Vice President,Unaffiliated,LARIMER,Brian Anthony Perry / Michael Byron Nelson,0,0.00%,,
President/Vice President,Unaffiliated,LAS ANIMAS,Brian Anthony Perry / Michael Byron Nelson,0,0.00%,,
President/Vice President,Unaffiliated,LINCOLN,Brian Anthony Perry / Michael Byron Nelson,0,0.00%,,
President/Vice President,Unaffiliated,LOGAN,Brian Anthony Perry / Michael Byron Nelson,0,0.00%,,
President/Vice President,Unaffiliated,MESA,Brian Anthony Perry / Michael Byron Nelson,0,0.00%,,
President/Vice President,Unaffiliated,MINERAL,Brian Anthony Perry / Michael Byron Nelson,0,0.00%,,
President/Vice President,Unaffiliated,MOFFAT,Brian Anthony Perry / Michael Byron Nelson,0,0.00%,,
President/Vice President,Unaffiliated,MONTEZUMA,Brian Anthony Perry / Michael Byron Nelson,0,0.00%,,
President/Vice President,Unaffiliated,MONTROSE,Brian Anthony Perry / Michael Byron Nelson,0,0.00%,,
President/Vice President,Unaffiliated,MORGAN,Brian Anthony Perry / Michael Byron Nelson,0,0.00%,,
President/Vice President,Unaffiliated,OTERO,Brian Anthony Perry / Michael Byron Nelson,0,0.00%,,
President/Vice President,Unaffiliated,OURAY,Brian Anthony Perry / Michael Byron Nelson,0,0.00%,,
President/Vice President,Unaffiliated,PARK,Brian Anthony Perry / Michael Byron Nelson,0,0.00%,,
President/Vice President,Unaffiliated,PHILLIPS,Brian Anthony Perry / Michael Byron Nelson,0,0.00%,,
President/Vice President,Unaffiliated,PITKIN,Brian Anthony Perry / Michael Byron Nelson,0,0.00%,,
President/Vice President,Unaffiliated,PROWERS,Brian Anthony Perry / Michael Byron Nelson,0,0.00%,,
President/Vice President,Unaffiliated,PUEBLO,Brian Anthony Perry / Michael Byron Nelson,0,0.00%,,
President/Vice President,Unaffiliated,RIO BLANCO,Brian Anthony Perry / Michael Byron Nelson,0,0.00%,,
President/Vice President,Unaffiliated,RIO GRANDE,Brian Anthony Perry / Michael Byron Nelson,0,0.00%,,
President/Vice President,Unaffiliated,ROUTT,Brian Anthony Perry / Michael Byron Nelson,0,0.00%,,
President/Vice President,Unaffiliated,SAGUACHE,Brian Anthony Perry / Michael Byron Nelson,0,0.00%,,
President/Vice President,Unaffiliated,SAN JUAN,Brian Anthony Perry / Michael Byron Nelson,0,0.00%,,
President/Vice President,Unaffiliated,SAN MIGUEL,Brian Anthony Perry / Michael Byron Nelson,0,0.00%,,
President/Vice President,Unaffiliated,SEDGWICK,Brian Anthony Perry / Michael Byron Nelson,0,0.00%,,
President/Vice President,Unaffiliated,SUMMIT,Brian Anthony Perry / Michael Byron Nelson,0,0.00%,,
President/Vice President,Unaffiliated,TELLER,Brian Anthony Perry / Michael Byron Nelson,0,0.00%,,
President/Vice President,Unaffiliated,WASHINGTON,Brian Anthony Perry / Michael Byron Nelson,0,0.00%,,
President/Vice President,Unaffiliated,WELD,Brian Anthony Perry / Michael Byron Nelson,0,0.00%,,
President/Vice President,Unaffiliated,YUMA,Brian Anthony Perry / Michael Byron Nelson,0,0.00%,,
President/Vice President,Unaffiliated,,Brian Anthony Perry / Michael Byron Nelson TOTAL,4,0.00%,,
President/Vice President,Unaffiliated,ADAMS,Cherunda Fox / Roger Kushner,1,0.00%,,
President/Vice President,Unaffiliated,ALAMOSA,Cherunda Fox / Roger Kushner,0,0.00%,,
President/Vice President,Unaffiliated,ARAPAHOE,Cherunda Fox / Roger Kushner,0,0.00%,,
President/Vice President,Unaffiliated,ARCHULETA,Cherunda Fox / Roger Kushner,0,0.00%,,
President/Vice President,Unaffiliated,BACA,Cherunda Fox / Roger Kushner,0,0.00%,,
President/Vice President,Unaffiliated,BENT,Cherunda Fox / Roger Kushner,0,0.00%,,
President/Vice President,Unaffiliated,BOULDER,Cherunda Fox / Roger Kushner,1,0.00%,,
President/Vice President,Unaffiliated,BROOMFIELD,Cherunda Fox / Roger Kushner,0,0.00%,,
President/Vice President,Unaffiliated,CHAFFEE,Cherunda Fox / Roger Kushner,0,0.00%,,
President/Vice President,Unaffiliated,CHEYENNE,Cherunda Fox / Roger Kushner,0,0.00%,,
President/Vice President,Unaffiliated,CLEAR CREEK,Cherunda Fox / Roger Kushner,0,0.00%,,
President/Vice President,Unaffiliated,CONEJOS,Cherunda Fox / Roger Kushner,0,0.00%,,
President/Vice President,Unaffiliated,COSTILLA,Cherunda Fox / Roger Kushner,0,0.00%,,
President/Vice President,Unaffiliated,CROWLEY,Cherunda Fox / Roger Kushner,0,0.00%,,
President/Vice President,Unaffiliated,CUSTER,Cherunda Fox / Roger Kushner,0,0.00%,,
President/Vice President,Unaffiliated,DELTA,Cherunda Fox / Roger Kushner,0,0.00%,,
President/Vice President,Unaffiliated,DENVER,Cherunda Fox / Roger Kushner,0,0.00%,,
President/Vice President,Unaffiliated,DOLORES,Cherunda Fox / Roger Kushner,0,0.00%,,
President/Vice President,Unaffiliated,DOUGLAS,Cherunda Fox / Roger Kushner,0,0.00%,,
President/Vice President,Unaffiliated,EAGLE,Cherunda Fox / Roger Kushner,0,0.00%,,
President/Vice President,Unaffiliated,ELBERT,Cherunda Fox / Roger Kushner,0,0.00%,,
