Office/Ballot Issue,Party,County,Candidate/Judge/Ballot Issue Title,Yes Votes/Percentage,No Votes/Percentage
President/Vice President,Unaffiliated,KIOWA,"Jordan ""Cancer"" Scott / Jennifer Tepool",0,
President/Vice President,Unaffiliated,KIT CARSON,"Jordan ""Cancer"" Scott / Jennifer Tepool",0,
President/Vice President,Unaffiliated,LAKE,"Jordan ""Cancer"" Scott / Jennifer Tepool",0,
President/Vice President,Unaffiliated,LA PLATA,"Jordan ""Cancer"" Scott / Jennifer Tepool",0,
President/Vice President,Unaffiliated,LARIMER,"Jordan ""Cancer"" Scott / Jennifer Tepool",8,
President/Vice President,Unaffiliated,LAS ANIMAS,"Jordan ""Cancer"" Scott / Jennifer Tepool",0,
President/Vice President,Unaffiliated,LINCOLN,"Jordan ""Cancer"" Scott / Jennifer Tepool",0,
President/Vice President,Unaffiliated,LOGAN,"Jordan ""Cancer"" Scott / Jennifer Tepool",0,
President/Vice President,Unaffiliated,MESA,"Jordan ""Cancer"" Scott / Jennifer Tepool",7,
President/Vice President,Unaffiliated,MINERAL,"Jordan ""Cancer"" Scott / Jennifer Tepool",0,
President/Vice President,Unaffiliated,MOFFAT,"Jordan ""Cancer"" Scott / Jennifer Tepool",0,
President/Vice President,Unaffiliated,MONTEZUMA,"Jordan ""Cancer"" Scott / Jennifer Tepool",2,
President/Vice President,Unaffiliated,MONTROSE,"Jordan ""Cancer"" Scott / Jennifer Tepool",2,
President/Vice President,Unaffiliated,MORGAN,"Jordan ""Cancer"" Scott / Jennifer Tepool",3,
President/Vice President,Unaffiliated,OTERO,"Jordan ""Cancer"" Scott / Jennifer Tepool",0,
President/Vice President,Unaffiliated,OURAY,"Jordan ""Cancer"" Scott / Jennifer Tepool",0,
President/Vice President,Unaffiliated,PARK,"Jordan ""Cancer"" Scott / Jennifer Tepool",2,
President/Vice President,Unaffiliated,PHILLIPS,"Jordan ""Cancer"" Scott / Jennifer Tepool",0,
President/Vice President,Unaffiliated,PITKIN,"Jordan ""Cancer"" Scott / Jennifer Tepool",0,
President/Vice President,Unaffiliated,PROWERS,"Jordan ""Cancer"" Scott / Jennifer Tepool",2,
President/Vice President,Unaffiliated,PUEBLO,"Jordan ""Cancer"" Scott / Jennifer Tepool",7,
President/Vice President,Unaffiliated,RIO BLANCO,"Jordan ""Cancer"" Scott / Jennifer Tepool",0,
President/Vice President,Unaffiliated,RIO GRANDE,"Jordan ""Cancer"" Scott / Jennifer Tepool",0,
President/Vice President,Unaffiliated,ROUTT,"Jordan ""Cancer"" Scott / Jennifer Tepool",1,
President/Vice President,Unaffiliated,SAGUACHE,"Jordan ""Cancer"" Scott / Jennifer Tepool",0,
President/Vice President,Unaffiliated,SAN JUAN,"Jordan ""Cancer"" Scott / Jennifer Tepool",0,
President/Vice President,Unaffiliated,SAN MIGUEL,"Jordan ""Cancer"" Scott / Jennifer Tepool",0,
President/Vice President,Unaffiliated,SEDGWICK,"Jordan ""Cancer"" Scott / Jennifer Tepool",0,
President/Vice President,Unaffiliated,SUMMIT,"Jordan ""Cancer"" Scott / Jennifer Tepool",0,
President/Vice President,Unaffiliated,TELLER,"Jordan ""Cancer"" Scott / Jennifer Tepool",1,
President/Vice President,Unaffiliated,WASHINGTON,"Jordan ""Cancer"" Scott / Jennifer Tepool",0,
President/Vice President,Unaffiliated,WELD,"Jordan ""Cancer"" Scott / Jennifer Tepool",9,
President/Vice President,Unaffiliated,YUMA,"Jordan ""Cancer"" Scott / Jennifer Tepool",1,
President/Vice President,Unaffiliated,,"Jordan ""Cancer"" Scott / Jennifer Tepool Total Votes",175,
President/Vice President,Unaffiliated,,"Jordan ""Cancer"" Scott / Jennifer Tepool Vote %",0.01%,
President/Vice President,Unaffiliated,ADAMS,Kanye West / Michelle Tidball,729,
President/Vice President,Unaffiliated,ALAMOSA,Kanye West / Michelle Tidball,48,
President/Vice President,Unaffiliated,ARAPAHOE,Kanye West / Michelle Tidball,908,
President/Vice President,Unaffiliated,ARCHULETA,Kanye West / Michelle Tidball,20,
President/Vice President,Unaffiliated,BACA,Kanye West / Michelle Tidball,4,
President/Vice President,Unaffiliated,BENT,Kanye West / Michelle Tidball,7,
President/Vice President,Unaffiliated,BOULDER,Kanye West / Michelle Tidball,391,
President/Vice President,Unaffiliated,BROOMFIELD,Kanye West / Michelle Tidball,106,
President/Vice President,Unaffiliated,CHAFFEE,Kanye West / Michelle Tidball,22,
President/Vice President,Unaffiliated,CHEYENNE,Kanye West / Michelle Tidball,3,
President/Vice President,Unaffiliated,CLEAR CREEK,Kanye West / Michelle Tidball,10,
President/Vice President,Unaffiliated,CONEJOS,Kanye West / Michelle Tidball,10,
President/Vice President,Unaffiliated,COSTILLA,Kanye West / Michelle Tidball,5,
President/Vice President,Unaffiliated,CROWLEY,Kanye West / Michelle Tidball,8,
President/Vice President,Unaffiliated,CUSTER,Kanye West / Michelle Tidball,0,
President/Vice President,Unaffiliated,DELTA,Kanye West / Michelle Tidball,32,
President/Vice President,Unaffiliated,DENVER,Kanye West / Michelle Tidball,976,
President/Vice President,Unaffiliated,DOLORES,Kanye West / Michelle Tidball,3,
President/Vice President,Unaffiliated,DOUGLAS,Kanye West / Michelle Tidball,476,
President/Vice President,Unaffiliated,EAGLE,Kanye West / Michelle Tidball,79,
President/Vice President,Unaffiliated,ELBERT,Kanye West / Michelle Tidball,33,
President/Vice President,Unaffiliated,EL PASO,Kanye West / Michelle Tidball,"1,097",
President/Vice President,Unaffiliated,FREMONT,Kanye West / Michelle Tidball,54,
President/Vice President,Unaffiliated,GARFIELD,Kanye West / Michelle Tidball,75,
President/Vice President,Unaffiliated,GILPIN,Kanye West / Michelle Tidball,12,
President/Vice President,Unaffiliated,GRAND,Kanye West / Michelle Tidball,23,
President/Vice President,Unaffiliated,GUNNISON,Kanye West / Michelle Tidball,23,
President/Vice President,Unaffiliated,HINSDALE,Kanye West / Michelle Tidball,4,
President/Vice President,Unaffiliated,HUERFANO,Kanye West / Michelle Tidball,10,
President/Vice President,Unaffiliated,JACKSON,Kanye West / Michelle Tidball,2,
President/Vice President,Unaffiliated,JEFFERSON,Kanye West / Michelle Tidball,900,
President/Vice President,Unaffiliated,KIOWA,Kanye West / Michelle Tidball,1,
President/Vice President,Unaffiliated,KIT CARSON,Kanye West / Michelle Tidball,4,
President/Vice President,Unaffiliated,LAKE,Kanye West / Michelle Tidball,17,
President/Vice President,Unaffiliated,LA PLATA,Kanye West / Michelle Tidball,79,
President/Vice President,Unaffiliated,LARIMER,Kanye West / Michelle Tidball,549,
President/Vice President,Unaffiliated,LAS ANIMAS,Kanye West / Michelle Tidball,21,
President/Vice President,Unaffiliated,LINCOLN,Kanye West / Michelle Tidball,3,
President/Vice President,Unaffiliated,LOGAN,Kanye West / Michelle Tidball,20,
President/Vice President,Unaffiliated,MESA,Kanye West / Michelle Tidball,197,
President/Vice President,Unaffiliated,MINERAL,Kanye West / Michelle Tidball,1,
President/Vice President,Unaffiliated,MOFFAT,Kanye West / Michelle Tidball,21,
President/Vice President,Unaffiliated,MONTEZUMA,Kanye West / Michelle Tidball,37,
President/Vice President,Unaffiliated,MONTROSE,Kanye West / Michelle Tidball,45,
President/Vice President,Unaffiliated,MORGAN,Kanye West / Michelle Tidball,27,
President/Vice President,Unaffiliated,OTERO,Kanye West / Michelle Tidball,35,
President/Vice President,Unaffiliated,OURAY,Kanye West / Michelle Tidball,7,
President/Vice President,Unaffiliated,PARK,Kanye West / Michelle Tidball,30,
President/Vice President,Unaffiliated,PHILLIPS,Kanye West / Michelle Tidball,4,
President/Vice President,Unaffiliated,PITKIN,Kanye West / Michelle Tidball,23,
President/Vice President,Unaffiliated,PROWERS,Kanye West / Michelle Tidball,14,
President/Vice President,Unaffiliated,PUEBLO,Kanye West / Michelle Tidball,255,
President/Vice President,Unaffiliated,RIO BLANCO,Kanye West / Michelle Tidball,11,
President/Vice President,Unaffiliated,RIO GRANDE,Kanye West / Michelle Tidball,20,
President/Vice President,Unaffiliated,ROUTT,Kanye West / Michelle Tidball,31,
President/Vice President,Unaffiliated,SAGUACHE,Kanye West / Michelle Tidball,15,
President/Vice President,Unaffiliated,SAN JUAN,Kanye West / Michelle Tidball,2,
President/Vice President,Unaffiliated,SAN MIGUEL,Kanye West / Michelle Tidball,11,
President/Vice President,Unaffiliated,SEDGWICK,Kanye West / Michelle Tidball,2,
President/Vice President,Unaffiliated,SUMMIT,Kanye West / Michelle Tidball,39,
President/Vice President,Unaffiliated,TELLER,Kanye West / Michelle Tidball,37,
President/Vice President,Unaffiliated,WASHINGTON,Kanye West / Michelle Tidball,2,
President/Vice President,Unaffiliated,WELD,Kanye West / Michelle Tidball,449,
President/Vice President,Unaffiliated,YUMA,Kanye West / Michelle Tidball,10,
President/Vice President,Unaffiliated,,Kanye West / Michelle Tidball Total Votes,"8,089",
President/Vice President,Unaffiliated,,Kanye West / Michelle Tidball Vote %,0.25%,
President/Vice President,No Party Affiliation,ADAMS,Kasey Wells / Rachel Wells,0,
President/Vice President,No Party Affiliation,ALAMOSA,Kasey Wells / Rachel Wells,0,
President/Vice President,No Party Affiliation,ARAPAHOE,Kasey Wells / Rachel Wells,0,
President/Vice President,No Party Affiliation,ARCHULETA,Kasey Wells / Rachel Wells,0,
President/Vice President,No Party Affiliation,BACA,Kasey Wells / Rachel Wells,0,
President/Vice President,No Party Affiliation,BENT,Kasey Wells / Rachel Wells,0,
President/Vice President,No Party Affiliation,BOULDER,Kasey Wells / Rachel Wells,0,
President/Vice President,No Party Affiliation,BROOMFIELD,Kasey Wells / Rachel Wells,0,
President/Vice President,No Party Affiliation,CHAFFEE,Kasey Wells / Rachel Wells,0,
President/Vice President,No Party Affiliation,CHEYENNE,Kasey Wells / Rachel Wells,0,
President/Vice President,No Party Affiliation,CLEAR CREEK,Kasey Wells / Rachel Wells,0,
President/Vice President,No Party Affiliation,CONEJOS,Kasey Wells / Rachel Wells,0,
President/Vice President,No Party Affiliation,COSTILLA,Kasey Wells / Rachel Wells,0,
President/Vice President,No Party Affiliation,CROWLEY,Kasey Wells / Rachel Wells,0,
President/Vice President,No Party Affiliation,CUSTER,Kasey Wells / Rachel Wells,0,
President/Vice President,No Party Affiliation,DELTA,Kasey Wells / Rachel Wells,0,
President/Vice President,No Party Affiliation,DENVER,Kasey Wells / Rachel Wells,0,
President/Vice President,No Party Affiliation,DOLORES,Kasey Wells / Rachel Wells,0,
President/Vice President,No Party Affiliation,DOUGLAS,Kasey Wells / Rachel Wells,0,
President/Vice President,No Party Affiliation,EAGLE,Kasey Wells / Rachel Wells,0,
President/Vice President,No Party Affiliation,ELBERT,Kasey Wells / Rachel Wells,0,
President/Vice President,No Party Affiliation,EL PASO,Kasey Wells / Rachel Wells,0,
President/Vice President,No Party Affiliation,FREMONT,Kasey Wells / Rachel Wells,0,
President/Vice President,No Party Affiliation,GARFIELD,Kasey Wells / Rachel Wells,0,
President/Vice President,No Party Affiliation,GILPIN,Kasey Wells / Rachel Wells,0,
President/Vice President,No Party Affiliation,GRAND,Kasey Wells / Rachel Wells,0,
President/Vice President,No Party Affiliation,GUNNISON,Kasey Wells / Rachel Wells,0,
President/Vice President,No Party Affiliation,HINSDALE,Kasey Wells / Rachel Wells,0,
President/Vice President,No Party Affiliation,HUERFANO,Kasey Wells / Rachel Wells,0,
President/Vice President,No Party Affiliation,JACKSON,Kasey Wells / Rachel Wells,0,
President/Vice President,No Party Affiliation,JEFFERSON,Kasey Wells / Rachel Wells,0,
President/Vice President,No Party Affiliation,KIOWA,Kasey Wells / Rachel Wells,0,
President/Vice President,No Party Affiliation,KIT CARSON,Kasey Wells / Rachel Wells,0,
President/Vice President,No Party Affiliation,LAKE,Kasey Wells / Rachel Wells,0,
President/Vice President,No Party Affiliation,LA PLATA,Kasey Wells / Rachel Wells,0,
President/Vice President,No Party Affiliation,LARIMER,Kasey Wells / Rachel Wells,0,
President/Vice President,No Party Affiliation,LAS ANIMAS,Kasey Wells / Rachel Wells,0,
President/Vice President,No Party Affiliation,LINCOLN,Kasey Wells / Rachel Wells,0,
President/Vice President,No Party Affiliation,LOGAN,Kasey Wells / Rachel Wells,0,
President/Vice President,No Party Affiliation,MESA,Kasey Wells / Rachel Wells,0,
President/Vice President,No Party Affiliation,MINERAL,Kasey Wells / Rachel Wells,0,
President/Vice President,No Party Affiliation,MOFFAT,Kasey Wells / Rachel Wells,0,
President/Vice President,No Party Affiliation,MONTEZUMA,Kasey Wells / Rachel Wells,0,
President/Vice President,No Party Affiliation,MONTROSE,Kasey Wells / Rachel Wells,0,
President/Vice President,No Party Affiliation,MORGAN,Kasey Wells / Rachel Wells,0,
President/Vice President,No Party Affiliation,OTERO,Kasey Wells / Rachel Wells,0,
President/Vice President,No Party Affiliation,OURAY,Kasey Wells / Rachel Wells,0,
President/Vice President,No Party Affiliation,PARK,Kasey Wells / Rachel Wells,0,
President/Vice President,No Party Affiliation,PHILLIPS,Kasey Wells / Rachel Wells,0,
President/Vice President,No Party Affiliation,PITKIN,Kasey Wells / Rachel Wells,0,
President/Vice President,No Party Affiliation,PROWERS,Kasey Wells / Rachel Wells,0,
President/Vice President,No Party Affiliation,PUEBLO,Kasey Wells / Rachel Wells,0,
President/Vice President,No Party Affiliation,RIO BLANCO,Kasey Wells / Rachel Wells,0,
President/Vice President,No Party Affiliation,RIO GRANDE,Kasey Wells / Rachel Wells,0,
President/Vice President,No Party Affiliation,ROUTT,Kasey Wells / Rachel Wells,0,
President/Vice President,No Party Affiliation,SAGUACHE,Kasey Wells / Rachel Wells,0,
President/Vice President,No Party Affiliation,SAN JUAN,Kasey Wells / Rachel Wells,0,
President/Vice President,No Party Affiliation,SAN MIGUEL,Kasey Wells / Rachel Wells,0,
President/Vice President,No Party Affiliation,SEDGWICK,Kasey Wells / Rachel Wells,0,
President/Vice President,No Party Affiliation,SUMMIT,Kasey Wells / Rachel Wells,0,
President/Vice President,No Party Affiliation,TELLER,Kasey Wells / Rachel Wells,0,
President/Vice President,No Party Affiliation,WASHINGTON,Kasey Wells / Rachel Wells,0,
President/Vice President,No Party Affiliation,WELD,Kasey Wells / Rachel Wells,0,
President/Vice President,No Party Affiliation,YUMA,Kasey Wells / Rachel Wells,0,
President/Vice President,No Party Affiliation,,Kasey Wells / Rachel Wells Total Votes,0,
President/Vice President,No Party Affiliation,,Kasey Wells / Rachel Wells Vote %,0.00%,
President/Vice President,Independent,ADAMS,Todd Cella / Timothy Bryan Cella,1,
President/Vice President,Independent,ALAMOSA,Todd Cella / Timothy Bryan Cella,0,
President/Vice President,Independent,ARAPAHOE,Todd Cella / Timothy Bryan Cella,0,
President/Vice President,Independent,ARCHULETA,Todd Cella / Timothy Bryan Cella,0,
President/Vice President,Independent,BACA,Todd Cella / Timothy Bryan Cella,0,
President/Vice President,Independent,BENT,Todd Cella / Timothy Bryan Cella,0,
President/Vice President,Independent,BOULDER,Todd Cella / Timothy Bryan Cella,0,
President/Vice President,Independent,BROOMFIELD,Todd Cella / Timothy Bryan Cella,0,
President/Vice President,Independent,CHAFFEE,Todd Cella / Timothy Bryan Cella,0,
President/Vice President,Independent,CHEYENNE,Todd Cella / Timothy Bryan Cella,0,
President/Vice President,Independent,CLEAR CREEK,Todd Cella / Timothy Bryan Cella,0,
President/Vice President,Independent,CONEJOS,Todd Cella / Timothy Bryan Cella,0,
President/Vice President,Independent,COSTILLA,Todd Cella / Timothy Bryan Cella,0,
President/Vice President,Independent,CROWLEY,Todd Cella / Timothy Bryan Cella,0,
President/Vice President,Independent,CUSTER,Todd Cella / Timothy Bryan Cella,0,
President/Vice President,Independent,DELTA,Todd Cella / Timothy Bryan Cella,0,
President/Vice President,Independent,DENVER,Todd Cella / Timothy Bryan Cella,0,
President/Vice President,Independent,DOLORES,Todd Cella / Timothy Bryan Cella,0,
President/Vice President,Independent,DOUGLAS,Todd Cella / Timothy Bryan Cella,2,
President/Vice President,Independent,EAGLE,Todd Cella / Timothy Bryan Cella,0,
President/Vice President,Independent,ELBERT,Todd Cella / Timothy Bryan Cella,0,
President/Vice President,Independent,EL PASO,Todd Cella / Timothy Bryan Cella,0,
President/Vice President,Independent,FREMONT,Todd Cella / Timothy Bryan Cella,0,
President/Vice President,Independent,GARFIELD,Todd Cella / Timothy Bryan Cella,0,
President/Vice President,Independent,GILPIN,Todd Cella / Timothy Bryan Cella,0,
President/Vice President,Independent,GRAND,Todd Cella / Timothy Bryan Cella,0,
President/Vice President,Independent,GUNNISON,Todd Cella / Timothy Bryan Cella,0,
President/Vice President,Independent,HINSDALE,Todd Cella / Timothy Bryan Cella,0,
President/Vice President,Independent,HUERFANO,Todd Cella / Timothy Bryan Cella,0,
President/Vice President,Independent,JACKSON,Todd Cella / Timothy Bryan Cella,0,
President/Vice President,Independent,JEFFERSON,Todd Cella / Timothy Bryan Cella,0,
President/Vice President,Independent,KIOWA,Todd Cella / Timothy Bryan Cella,0,
President/Vice President,Independent,KIT CARSON,Todd Cella / Timothy Bryan Cella,0,
President/Vice President,Independent,LAKE,Todd Cella / Timothy Bryan Cella,0,
President/Vice President,Independent,LA PLATA,Todd Cella / Timothy Bryan Cella,0,
President/Vice President,Independent,LARIMER,Todd Cella / Timothy Bryan Cella,0,
President/Vice President,Independent,LAS ANIMAS,Todd Cella / Timothy Bryan Cella,0,
President/Vice President,Independent,LINCOLN,Todd Cella / Timothy Bryan Cella,0,
President/Vice President,Independent,LOGAN,Todd Cella / Timothy Bryan Cella,0,
President/Vice President,Independent,MESA,Todd Cella / Timothy Bryan Cella,0,
